,Durat,Flags,Flows,Packets Bytes,Prot,Port
8176,0.0,UNK,1066,1,ICMP,1052
8177,0.0,S_,62,1,TCP,3128
8178,0.0,S_,62,1,TCP,0
8179,0.0,PA_,110,1,TCP,25
8180,0.0,S_,74,1,TCP,0
8181,4.973,INT,199295,147,UDP,5678
8182,0.0,INT,62,1,UDP,25
8183,3.003,S_,124,2,TCP,0
8184,3.58,TST,5330,5,ICMP,6588
8185,0.0,RA_,60,1,TCP,3326
8186,0.0,S_,74,1,TCP,53
8187,4.556,IRR,3198,3,ICMP,25
8188,0.0,S_,74,1,TCP,0
8189,2.924,S_,124,2,TCP,25
8190,4.965,INT,199120,144,UDP,25
8191,4.7810000000000015,RTS,6396,6,ICMP,43607
8192,0.0,RA_,60,1,TCP,25
8193,3.912,ECR,2132,2,ICMP,0
8194,0.0,MSR,1066,1,ICMP,1039
8195,4.412,RTS,8528,8,ICMP,0
8196,0.0,ECR,1066,1,ICMP,8080
8197,0.0,UNK,1066,1,ICMP,48241
8198,0.0,INT,60,1,UDP,0
8199,0.0,S_,74,1,TCP,25
8200,0.0,ECO,1066,1,ICMP,53
8201,0.0,TRC,1066,1,ICMP,25
8202,5.007,INT,199362,148,UDP,33755
8203,0.0,IRR,1066,1,ICMP,8000
8204,4.965,INT,197729,145,UDP,8080
8205,0.0,UNK,1066,1,ICMP,0
8206,0.0,UNK,1066,1,ICMP,51435
8207,2.903,S_,124,2,TCP,51517
8208,2.928,S_,124,2,TCP,25
8209,0.0,RA_,60,1,TCP,58450
8210,0.0,S_,62,1,TCP,60514
8211,0.0,INT,60,1,UDP,25
8212,0.038,SRPA_,629,4,TCP,1025
8213,0.0,S_,62,1,TCP,6667
8214,0.0,RA_,60,1,TCP,0
8215,0.0,INT,60,1,UDP,0
8216,0.0,ECR,1066,1,ICMP,25
8217,0.0,INT,60,1,UDP,25
8218,0.0,RA_,60,1,TCP,25
8219,0.0,ECR,1066,1,ICMP,25
8220,2.949,S_,124,2,TCP,1025
8221,0.0,RA_,60,1,TCP,1040
8222,0.0,S_,62,1,TCP,25
8223,0.0,S_,62,1,TCP,5678
8224,0.0,UNK,1066,1,ICMP,21
8225,0.0,ECO,1066,1,ICMP,0
8226,0.0,ECO,1066,1,ICMP,2051
8227,0.0,RA_,60,1,TCP,43821
8228,4.968,INT,199357,148,UDP,37103
8229,0.0,ECR,1066,1,ICMP,25
8230,4.33,IRR,2132,2,ICMP,6667
8231,0.0,S_,62,1,TCP,0
8232,0.0,INT,60,1,UDP,25
8233,0.0,ECO,1066,1,ICMP,25
8234,0.0,S_,74,1,TCP,25
8235,3.122,TST,6396,6,ICMP,0
8236,0.0,S_,74,1,TCP,44252
8237,0.0,UNK,1066,1,ICMP,51803
8238,2.562,RTS,4264,4,ICMP,0
8239,0.0,UNK,1066,1,ICMP,55552
8240,4.122,SPA_,862,10,TCP,25
8241,2.943,S_,124,2,TCP,0
8242,0.0,UNK,1066,1,ICMP,0
8243,0.0,ECR,1066,1,ICMP,1025
8244,0.0,UNK,1066,1,ICMP,25
8245,0.0,S_,74,1,TCP,0
8246,3.005,S_,124,2,TCP,25
8247,0.369,_FSPA,4412,7,TCP,21
8248,0.0,S_,74,1,TCP,25
8249,3.0039999999999996,S_,124,2,TCP,0
8250,0.0,S_,62,1,TCP,25
8251,0.0,ECR,1066,1,ICMP,0
8252,0.0,RA_,60,1,TCP,59116
8253,2.9339999999999997,S_,124,2,TCP,80
8254,0.0,RA_,60,1,TCP,25
8255,0.0,RA_,60,1,TCP,25
8256,4.527,TST,7462,7,ICMP,25
8257,0.0,ECO,1066,1,ICMP,25
8258,1.2109999999999999,TSR,2132,2,ICMP,1025
8259,0.0,S_,74,1,TCP,25
8260,3.0039999999999996,S_,124,2,TCP,6667
8261,0.0,ECR,1066,1,ICMP,25
8262,0.0,UNK,1066,1,ICMP,44107
8263,0.0,S_,62,1,TCP,0
8264,3.0039999999999996,S_,124,2,TCP,41099
8265,0.0,S_,74,1,TCP,8081
8266,0.0,RA_,60,1,TCP,8000
8267,4.663,RTA,4264,4,ICMP,25
8268,0.0,RA_,60,1,TCP,25
8269,3.3689999999999998,MAS,7462,7,ICMP,25
8270,4.867,FA_,300,5,TCP,0
8271,0.0,S_,74,1,TCP,25
8272,4.9639999999999995,INT,199176,145,UDP,3883
8273,0.0,S_,62,1,TCP,81
8274,4.852,RTS,5330,5,ICMP,25
8275,1.307,MSR,3198,3,ICMP,25
8276,0.0,ECR,1066,1,ICMP,41541
8277,0.0,INT,60,1,UDP,33230
8278,0.0,UNK,1066,1,ICMP,44460
8279,1.669,FSPA_,32337,537,TCP,44681
8280,0.0,RTA,1066,1,ICMP,42380
8281,0.0,S_,62,1,TCP,25
8282,0.0,ECR,1066,1,ICMP,2730
8283,0.0,INT,60,1,UDP,55866
8284,3.859,MAS,5330,5,ICMP,2054
8285,0.0,S_,74,1,TCP,25
8286,0.0,ECO,1066,1,ICMP,25
8287,0.0,SA_,62,1,TCP,1037
8288,0.0,UNK,1066,1,ICMP,2072
8289,4.641,IRQ,3198,3,ICMP,0
8290,0.0,INT,76,1,UDP,0
8291,3.011,RTS,3198,3,ICMP,25
8292,0.0,S_,62,1,TCP,53
8293,0.0,INT,60,1,UDP,1082
8294,0.0,ECR,1066,1,ICMP,8081
8295,0.0,UNK,1066,1,ICMP,0
8296,0.0,S_,62,1,TCP,25
8297,3.4730000000000003,RTS,6396,6,ICMP,25
8298,0.0,UNK,1066,1,ICMP,25
8299,0.0,UNK,1066,1,ICMP,25
8300,0.0,ECR,1066,1,ICMP,1082
8301,0.0,S_,62,1,TCP,60061
8302,0.0,RA_,60,1,TCP,1041
8303,4.805,TSR,5330,5,ICMP,0
8304,4.559,TSR,9594,9,ICMP,37748
8305,2.9739999999999998,S_,124,2,TCP,113
8306,0.0,INT,60,1,UDP,25
8307,0.0,PA_,81,1,TCP,25
8308,0.0,INT,60,1,UDP,1037
8309,4.148,RTS,4264,4,ICMP,6667
8310,0.0,S_,74,1,TCP,35303
8311,0.0,RA_,60,1,TCP,25
8312,0.0,ECO,1066,1,ICMP,5678
8313,0.0,INT,60,1,UDP,34005
8314,0.0,ECR,1066,1,ICMP,4480
8315,3.0039999999999996,S_,124,2,TCP,39069
8316,1.1540000000000001,IRR,3198,3,ICMP,0
8317,3.821,INT,228,3,UDP,25
8318,0.0,SKP,1066,1,ICMP,25
8319,4.873,MAS,11726,11,ICMP,808
8320,3.4189999999999996,RTA,2132,2,ICMP,25
8321,0.0,S_,62,1,TCP,25
8322,0.0,RA_,60,1,TCP,0
8323,0.0,S_,74,1,TCP,0
8324,3.687,MAS,4264,4,ICMP,1080
8325,0.0,S_,74,1,TCP,53
8326,4.916,MSR,6396,6,ICMP,0
8327,0.0,ECO,1066,1,ICMP,25
8328,0.0,ECO,1066,1,ICMP,9999
8329,0.0,ECO,1066,1,ICMP,25
8330,0.0,INT,60,1,UDP,0
8331,0.0,ECR,1066,1,ICMP,8080
8332,0.0,RA_,60,1,TCP,52728
8333,0.0,RA_,60,1,TCP,1039
8334,4.169,RTA,6396,6,ICMP,44194
8335,2.968,S_,124,2,TCP,25
8336,0.0,ECR,1066,1,ICMP,25
8337,0.0,ECO,1066,1,ICMP,80
8338,0.0,ECO,1066,1,ICMP,25
8339,0.0,RA_,60,1,TCP,25
8340,0.0,RA_,60,1,TCP,25
8341,0.0,ECO,1066,1,ICMP,3128
8342,0.0,S_,62,1,TCP,25
8343,4.087,RTA,7462,7,ICMP,0
8344,3.43,TSR,6396,6,ICMP,8090
8345,0.0,INT,479,1,UDP,1025
8346,2.154,PA_,228,3,TCP,25
8347,0.0,INT,60,1,UDP,48935
8348,0.0,INT,60,1,UDP,1025
8349,3.7119999999999997,IRQ,6396,6,ICMP,43471
8350,0.0,S_,62,1,TCP,0
8351,2.943,S_,124,2,TCP,5678
8352,0.0,S_,62,1,TCP,25
8353,0.0,ECO,1066,1,ICMP,6663
8354,0.0,UNK,1066,1,ICMP,57445
8355,0.0,ECO,1066,1,ICMP,80
8356,4.734,RTA,7462,7,ICMP,48155
8357,3.0039999999999996,S_,124,2,TCP,25
8358,0.0,INT,479,1,UDP,58360
8359,0.07400000000000001,PA_,268,3,TCP,0
8360,0.0,ECO,1066,1,ICMP,25
8361,0.0,ECR,1066,1,ICMP,1025
8362,4.401,IRR,6396,6,ICMP,25
8363,0.0,UNK,1066,1,ICMP,25
8364,0.0,S_,62,1,TCP,25
8365,0.39799999999999996,_FSPA,4403,7,TCP,53
8366,0.0,S_,74,1,TCP,53
8367,0.0,INT,62,1,UDP,53201
8368,0.0,ECR,1066,1,ICMP,25
8369,0.0,UNK,1066,1,ICMP,0
8370,0.0,RA_,60,1,TCP,2869
8371,0.0,RA_,60,1,TCP,6588
8372,0.0,RA_,60,1,TCP,8082
8373,0.0,IRR,1066,1,ICMP,10080
8374,2.944,S_,124,2,TCP,21
8375,0.0,PA_,84,1,TCP,53
8376,0.0,INT,60,1,UDP,25
8377,0.0,S_,62,1,TCP,25
8378,0.0,UNK,1066,1,ICMP,21
8379,0.0,UNK,1066,1,ICMP,0
8380,0.0,S_,62,1,TCP,25
8381,0.0,UNK,1066,1,ICMP,8080
8382,0.0,S_,62,1,TCP,1037
8383,5.0280000000000005,INT,200012,207,UDP,0
8384,0.0,UNK,1066,1,ICMP,3246
8385,0.0,MAS,1066,1,ICMP,0
8386,2.6039999999999996,TSR,4264,4,ICMP,25
8387,2.7439999999999998,MSR,4264,4,ICMP,25
8388,0.0,UNK,1066,1,ICMP,25
8389,0.0,RA_,60,1,TCP,6667
8390,0.0,RA_,60,1,TCP,53
8391,0.0,UNK,1066,1,ICMP,25
8392,0.0,INT,60,1,UDP,59826
8393,0.0,WAY,1066,1,ICMP,6663
8394,0.0,ECR,1066,1,ICMP,0
8395,0.0,,1066,1,ICMP,0
8396,4.888,TST,6396,6,ICMP,21
8397,0.0,ECR,1066,1,ICMP,25
8398,0.0,UNK,1066,1,ICMP,25
8399,0.0,RA_,60,1,TCP,80
8400,3.1260000000000003,TST,7462,7,ICMP,25
8401,3.483,RTS,6396,6,ICMP,0
8402,2.9410000000000003,S_,124,2,TCP,81
8403,0.0,UNK,1066,1,ICMP,25
8404,0.0,UNK,1066,1,ICMP,0
8405,0.0,INT,60,1,UDP,52542
8406,3.773,IRR,4264,4,ICMP,54821
8407,4.975,INT,199240,146,UDP,25
8408,0.0,INT,427,1,UDP,25
8409,2.997,S_,124,2,TCP,8000
8410,0.0,INT,60,1,UDP,8082
8411,3.741,IRQ,10660,10,ICMP,46108
8412,0.0,S_,62,1,TCP,46388
8413,0.0,S_,74,1,TCP,0
8414,0.0,UNK,1066,1,ICMP,0
8415,1.8969999999999998,IRQ,3198,3,ICMP,6667
8416,0.493,TST,3198,3,ICMP,25
8417,0.0,S_,62,1,TCP,443
8418,0.0,INT,62,1,UDP,0
8419,0.0,ECR,1066,1,ICMP,2050
8420,3.0039999999999996,S_,124,2,TCP,0
8421,0.0,INT,61,1,UDP,53
8422,0.0,UNK,1066,1,ICMP,3128
8423,0.0,RA_,60,1,TCP,80
8424,0.0,S_,74,1,TCP,25
8425,0.0,ECO,1066,1,ICMP,25
8426,2.91,S_,124,2,TCP,0
8427,4.716,TSR,5330,5,ICMP,25
8428,0.0,S_,62,1,TCP,44950
8429,0.0,S_,62,1,TCP,43831
8430,0.0,ECR,1066,1,ICMP,25
8431,0.0,ECR,1066,1,ICMP,25
8432,3.0039999999999996,S_,124,2,TCP,5678
8433,0.0,INT,479,1,UDP,1025
8434,3.498,RTA,4264,4,ICMP,25
8435,0.0,S_,62,1,TCP,25
8436,0.0,PA_,84,1,TCP,0
8437,3.9410000000000003,RTS,7462,7,ICMP,49937
8438,0.0,S_,62,1,TCP,0
8439,0.0,ECR,1066,1,ICMP,25
8440,0.0,RA_,60,1,TCP,25
8441,0.0,ECR,1066,1,ICMP,43430
8442,4.955,TST,9594,9,ICMP,5678
8443,0.0,UNK,1066,1,ICMP,0
8444,0.0,INT,61,1,UDP,44409
8445,0.0,RA_,60,1,TCP,25
8446,0.0,S_,74,1,TCP,0
8447,0.0,S_,74,1,TCP,25
8448,0.0,ECR,1066,1,ICMP,9999
8449,2.9130000000000003,S_,124,2,TCP,0
8450,0.0,S_,62,1,TCP,53
8451,0.0,UNK,1066,1,ICMP,25
8452,2.9930000000000003,S_,124,2,TCP,3128
8453,0.0,UNK,1066,1,ICMP,41201
8454,4.993,INT,200201,186,UDP,25
8455,0.0,UNK,1066,1,ICMP,9000
8456,0.0,S_,62,1,TCP,25
8457,0.0,S_,74,1,TCP,0
8458,0.0,S_,74,1,TCP,25
8459,0.0,UNK,1066,1,ICMP,38977
8460,0.0,S_,62,1,TCP,0
8461,0.0,S_,62,1,TCP,42595
8462,1.5930000000000002,ECO,2132,2,ICMP,53
8463,4.598,IRQ,7462,7,ICMP,0
8464,0.0,UNK,1066,1,ICMP,1082
8465,0.0,WAY,1066,1,ICMP,0
8466,0.0,ECR,1066,1,ICMP,25
8467,0.0,ECR,1066,1,ICMP,25
8468,0.0,ECR,1066,1,ICMP,1025
8469,0.0,ECR,1066,1,ICMP,25
8470,0.0,RA_,60,1,TCP,25
8471,4.276,RTA,8528,8,ICMP,25
8472,0.0,UNK,1066,1,ICMP,25
8473,0.0,ECO,1066,1,ICMP,3947
8474,0.0,ECR,1066,1,ICMP,25
8475,0.0,RA_,60,1,TCP,6667
8476,0.0,RA_,60,1,TCP,25
8477,0.0,RA_,60,1,TCP,0
8478,0.0,ECR,1066,1,ICMP,25
8479,0.0,RA_,60,1,TCP,46232
8480,3.003,S_,124,2,TCP,0
8481,0.0,INT,141,1,UDP,25
8482,0.0,RA_,60,1,TCP,39073
8483,0.0,ECR,1066,1,ICMP,0
8484,0.0,ECO,1066,1,ICMP,1037
8485,0.0,RA_,60,1,TCP,0
8486,0.0,S_,62,1,TCP,25
8487,0.0,ECR,1066,1,ICMP,53
8488,2.943,S_,124,2,TCP,6667
8489,1.189,TST,2132,2,ICMP,25
8490,4.9030000000000005,PA_,367,4,TCP,25
8491,0.0,RA_,60,1,TCP,39768
8492,4.97,INT,199295,147,UDP,1082
8493,0.0,INT,60,1,UDP,49756
8494,0.0,S_,62,1,TCP,1040
8495,0.0,INT,76,1,UDP,1027
8496,0.0,ECO,1066,1,ICMP,59496
8497,0.0,PA_,84,1,TCP,25
8498,3.9189999999999996,MSR,6396,6,ICMP,0
8499,4.816,RTA,8528,8,ICMP,25
8500,0.0,S_,74,1,TCP,33125
8501,4.968999999999999,INT,199113,168,UDP,0
8502,0.0,S_,62,1,TCP,25
8503,3.0039999999999996,S_,124,2,TCP,0
8504,4.666,RTA,8528,8,ICMP,5678
8505,0.0,ECR,1066,1,ICMP,1182
8506,2.9960000000000004,S_,124,2,TCP,25
8507,0.0,S_,62,1,TCP,0
8508,0.0,UNK,1066,1,ICMP,0
8509,4.005,A_,300,5,TCP,25
8510,0.0,RA_,60,1,TCP,5678
8511,4.566,SPA_,8834,13,TCP,1040
8512,0.0,ECO,1066,1,ICMP,25
8513,5.008,INT,199422,149,UDP,0
8514,0.0,ECR,1066,1,ICMP,25
8515,0.0,RA_,60,1,TCP,80
8516,4.466,TSR,7462,7,ICMP,25
8517,0.062,FSPA_,351,5,TCP,8080
8518,0.0,ECR,1066,1,ICMP,25
8519,2.903,S_,124,2,TCP,34933
8520,2.9989999999999997,S_,124,2,TCP,23
8521,3.1260000000000003,RTS,7462,7,ICMP,25
8522,0.0,R_,60,1,TCP,46301
8523,4.864,PA_,307,2,TCP,25
8524,0.0,RA_,60,1,TCP,0
8525,2.966,S_,124,2,TCP,0
8526,0.364,_FSPA,4388,7,TCP,8000
8527,0.0,RA_,60,1,TCP,6667
8528,0.0,MHR,1066,1,ICMP,0
8529,0.0,S_,74,1,TCP,1039
8530,0.0,ECR,1066,1,ICMP,51185
8531,0.0,ECO,1066,1,ICMP,3128
8532,0.0,RA_,60,1,TCP,25
8533,0.0,INT,61,1,UDP,4480
8534,0.0,UNK,1066,1,ICMP,25
8535,4.877,IRQ,14924,14,ICMP,0
8536,0.0,S_,62,1,TCP,25
8537,0.0,ECO,1066,1,ICMP,25
8538,2.917,S_,124,2,TCP,23
8539,0.0,ECO,1066,1,ICMP,52833
8540,0.0,NNA,1066,1,ICMP,8888
8541,0.0,ECO,1066,1,ICMP,2066
8542,0.0,ECO,1066,1,ICMP,2069
8543,0.0,ECO,1066,1,ICMP,21
8544,0.0,S_,74,1,TCP,6667
8545,0.0,S_,62,1,TCP,25
8546,0.0,S_,62,1,TCP,25
8547,0.0,INT,60,1,UDP,53
8548,0.0,INT,62,1,UDP,25
8549,4.727,MSR,8528,8,ICMP,0
8550,4.824,MSR,3198,3,ICMP,1337
8551,4.498,MAS,8528,8,ICMP,25
8552,0.0,S_,74,1,TCP,59706
8553,0.008,INT,380,5,UDP,53
8554,0.0,UNK,1066,1,ICMP,1538
8555,0.0,ECR,1066,1,ICMP,0
8556,3.58,IRQ,5330,5,ICMP,0
8557,0.0,INT,60,1,UDP,25
8558,0.0,ECR,1066,1,ICMP,6588
8559,0.0,ECR,1066,1,ICMP,25
8560,2.9389999999999996,S_,124,2,TCP,48927
8561,0.0,S_,74,1,TCP,25
8562,4.513,IRQ,4264,4,ICMP,3246
8563,2.967,S_,124,2,TCP,25
8564,0.0,ECO,1066,1,ICMP,25
8565,1.993,IRQ,2132,2,ICMP,25
8566,0.0,INT,60,1,UDP,8888
8567,0.0,ECO,1066,1,ICMP,42950
8568,0.0,ECO,1066,1,ICMP,0
8569,0.0,S_,74,1,TCP,25
8570,0.0,UNK,1066,1,ICMP,25
8571,0.0,RA_,60,1,TCP,8080
8572,1.79,MSR,4264,4,ICMP,0
8573,4.945,RTS,6396,6,ICMP,6667
8574,0.0,RTS,1066,1,ICMP,25
8575,0.084,PA_,261,3,TCP,25
8576,0.0,RA_,60,1,TCP,25
8577,0.0,ECO,1066,1,ICMP,37042
8578,0.0,S_,62,1,TCP,80
8579,4.945,TST,5330,5,ICMP,50790
8580,0.0,UNK,1066,1,ICMP,25
8581,4.895,TSR,4264,4,ICMP,0
8582,3.7939999999999996,TST,5330,5,ICMP,56737
8583,0.0,ECR,1066,1,ICMP,25
8584,2.9539999999999997,S_,124,2,TCP,0
8585,0.039,SRPA_,629,4,TCP,80
8586,0.0,ECR,1066,1,ICMP,0
8587,2.925,S_,124,2,TCP,443
8588,0.0,,1066,1,ICMP,3128
8589,0.0,ECR,1066,1,ICMP,25
8590,3.741,RTA,2132,2,ICMP,35418
8591,3.158,MAS,5330,5,ICMP,25
8592,0.0,ECR,1066,1,ICMP,54635
8593,0.0,ECR,1066,1,ICMP,25
8594,0.0,UNK,1066,1,ICMP,0
8595,3.003,S_,124,2,TCP,25
8596,2.984,S_,124,2,TCP,25
8597,0.0,S_,74,1,TCP,1025
8598,2.948,S_,124,2,TCP,25
8599,0.0,INT,60,1,UDP,3127
8600,0.0,S_,74,1,TCP,25
8601,0.0,ECO,1066,1,ICMP,0
8602,2.54,MAS,7462,7,ICMP,25
8603,0.0,ECR,1066,1,ICMP,34230
8604,0.0,S_,74,1,TCP,0
8605,2.015,RTS,3198,3,ICMP,25
8606,0.0,S_,62,1,TCP,25
8607,0.0,UNK,1066,1,ICMP,25
8608,0.0,RA_,60,1,TCP,0
8609,0.0,INT,479,1,UDP,25
8610,0.0,RA_,60,1,TCP,53
8611,0.0,ECR,1066,1,ICMP,25
8612,0.0,INT,60,1,UDP,25
8613,0.0,ECO,1066,1,ICMP,0
8614,0.335,FSPA_,587,7,TCP,35437
8615,0.0,S_,62,1,TCP,25
8616,0.0,S_,74,1,TCP,25
8617,0.0,ECO,1066,1,ICMP,58052
8618,0.0,RA_,60,1,TCP,25
8619,0.0,S_,74,1,TCP,25
8620,0.0,RA_,60,1,TCP,1039
8621,0.0,ECR,1066,1,ICMP,25
8622,4.498,TST,7462,7,ICMP,2839
8623,0.0,UR,1066,1,ICMP,0
8624,0.0,S_,62,1,TCP,6667
8625,0.0,RA_,60,1,TCP,0
8626,0.0,UNK,1066,1,ICMP,0
8627,0.171,TSR,2132,2,ICMP,0
8628,0.0,ECR,1066,1,ICMP,0
8629,4.9860000000000015,INT,199960,158,UDP,53
8630,0.0,S_,62,1,TCP,25
8631,4.037,RTA,4264,4,ICMP,25
8632,0.0,ECR,1066,1,ICMP,25
8633,0.0,S_,74,1,TCP,0
8634,0.0,UNK,1066,1,ICMP,1039
8635,2.963,S_,124,2,TCP,0
8636,3.0039999999999996,S_,124,2,TCP,1081
8637,0.0,ECO,1066,1,ICMP,39831
8638,0.0,S_,62,1,TCP,50299
8639,0.0,ECR,1066,1,ICMP,25
8640,0.0,ECR,1066,1,ICMP,25
8641,0.0,INT,76,1,UDP,25
8642,0.0,ECR,1066,1,ICMP,8080
8643,0.0,ECR,1066,1,ICMP,80
8644,0.0,INT,88,1,UDP,0
8645,0.0,RA_,60,1,TCP,37996
8646,2.908,S_,124,2,TCP,35763
8647,0.0,INT,62,1,UDP,8888
8648,0.0,S_,62,1,TCP,0
8649,0.0,ECO,1066,1,ICMP,42401
8650,0.0,ECR,1066,1,ICMP,21
8651,0.0,S_,74,1,TCP,25
8652,0.0,UNK,1066,1,ICMP,0
8653,0.0,S_,74,1,TCP,1025
8654,0.0,ECR,1066,1,ICMP,0
8655,0.0,S_,74,1,TCP,49735
8656,2.991,S_,148,2,TCP,25
8657,0.0,INT,88,1,UDP,25
8658,0.0,ECR,1066,1,ICMP,25
8659,0.0,S_,62,1,TCP,25
8660,4.101,TST,7462,7,ICMP,0
8661,3.5980000000000003,MSR,5330,5,ICMP,25
8662,4.3260000000000005,RTS,6396,6,ICMP,25
8663,4.33,IRR,5330,5,ICMP,50756
8664,2.923,S_,124,2,TCP,25
8665,0.0,S_,74,1,TCP,42919
8666,4.998,INT,200572,144,UDP,0
8667,0.0,ECR,1066,1,ICMP,25
8668,0.0,ECO,1066,1,ICMP,25
8669,2.9339999999999997,S_,124,2,TCP,3883
8670,0.0,S_,74,1,TCP,25
8671,4.78,MAS,8528,8,ICMP,1041
8672,2.69,TST,3198,3,ICMP,0
8673,0.0,ECO,1066,1,ICMP,53
8674,0.0,PA_,84,1,TCP,25
8675,0.0,ECR,1066,1,ICMP,21
8676,0.0,INT,61,1,UDP,0
8677,0.0,S_,74,1,TCP,0
8678,5.008,INT,199420,149,UDP,58341
8679,0.0,S_,62,1,TCP,0
8680,3.0039999999999996,S_,124,2,TCP,1337
8681,2.9930000000000003,S_,124,2,TCP,53167
8682,0.048,PA_,239,2,TCP,0
8683,0.0,ECO,1066,1,ICMP,25
8684,0.0,UNK,1066,1,ICMP,8000
8685,0.0,ECR,1066,1,ICMP,25
8686,0.0,INT,64,1,UDP,0
8687,4.737,TST,4264,4,ICMP,51044
8688,2.943,S_,124,2,TCP,35839
8689,0.0,RA_,60,1,TCP,0
8690,2.8089999999999997,IRR,2132,2,ICMP,53
8691,4.316,IRQ,6396,6,ICMP,25
8692,0.0,UNK,1066,1,ICMP,25
8693,0.0,S_,74,1,TCP,23
8694,0.0,INT,60,1,UDP,39915
8695,0.0,UNK,1066,1,ICMP,80
8696,0.0,INT,62,1,UDP,0
8697,0.0,ECO,1066,1,ICMP,21
8698,2.989,S_,148,2,TCP,25
8699,0.0,S_,62,1,TCP,8080
8700,2.9939999999999998,S_,124,2,TCP,36470
8701,4.702,TST,8528,8,ICMP,25
8702,0.168,SPA_,531,7,TCP,59976
8703,0.0,UNK,1066,1,ICMP,60901
8704,0.0,UNK,1066,1,ICMP,34359
8705,2.93,S_,124,2,TCP,25
8706,0.0,ECO,1066,1,ICMP,25
8707,0.0,INT,60,1,UDP,5678
8708,3.097,IRQ,2132,2,ICMP,25
8709,0.0,S_,74,1,TCP,37256
8710,0.0,UNK,1066,1,ICMP,25
8711,3.0039999999999996,S_,124,2,TCP,58774
8712,4.997,INT,200451,142,UDP,0
8713,0.0,RA_,60,1,TCP,0
8714,0.0,RA_,60,1,TCP,0
8715,0.0,S_,62,1,TCP,25
8716,4.716,RTA,10660,10,ICMP,5678
8717,3.065,RTA,3198,3,ICMP,3128
8718,0.0,ECO,1066,1,ICMP,0
8719,0.0,S_,62,1,TCP,0
8720,0.0,S_,74,1,TCP,0
8721,0.0,ECR,1066,1,ICMP,2869
8722,0.0,S_,74,1,TCP,41201
8723,0.0,RA_,60,1,TCP,25
8724,1.993,TST,3198,3,ICMP,0
8725,0.0,RA_,60,1,TCP,25
8726,0.0,ECR,1066,1,ICMP,1037
8727,0.0,ECR,1066,1,ICMP,25
8728,0.0,INT,60,1,UDP,80
8729,3.272,RTS,6396,6,ICMP,21
8730,0.0,INT,60,1,UDP,0
8731,0.0,PA_,83,1,TCP,25
8732,0.0,ECO,1066,1,ICMP,3246
8733,3.0039999999999996,S_,124,2,TCP,25
8734,0.0,S_,74,1,TCP,0
8735,0.0,ECO,1066,1,ICMP,25
8736,5.011,INT,199476,150,UDP,0
8737,0.0,RA_,60,1,TCP,25
8738,0.0,ECO,1066,1,ICMP,25
8739,4.981,INT,199601,152,UDP,25
8740,0.0,INT,76,1,UDP,25
8741,0.0,S_,74,1,TCP,1025
8742,0.14400000000000002,SPA_,471,6,TCP,0
8743,0.0,S_,62,1,TCP,25
8744,3.0039999999999996,S_,124,2,TCP,21
8745,0.0,INT,60,1,UDP,25
8746,0.0,S_,62,1,TCP,1039
8747,0.0,ECR,1066,1,ICMP,0
8748,0.0,ECR,1066,1,ICMP,25
8749,0.0,RA_,60,1,TCP,25
8750,4.627,TSR,4264,4,ICMP,0
8751,0.0,RA_,60,1,TCP,40645
8752,4.952,TST,9594,9,ICMP,25
8753,0.0,UNK,1066,1,ICMP,80
8754,0.0,ECR,1066,1,ICMP,0
8755,0.0,UNK,1066,1,ICMP,25
8756,2.925,S_,124,2,TCP,0
8757,0.0,S_,62,1,TCP,36417
8758,0.0,ECO,1066,1,ICMP,25
8759,0.369,FSPA_,587,7,TCP,3128
8760,0.0,ECO,1066,1,ICMP,9090
8761,0.0,INT,503,1,UDP,60914
8762,0.0,S_,62,1,TCP,37777
8763,3.9560000000000004,TSR,4264,4,ICMP,6667
8764,3.0039999999999996,S_,124,2,TCP,0
8765,0.0,INT,60,1,UDP,25
8766,0.0,RA_,60,1,TCP,0
8767,0.0,INT,62,1,UDP,3128
8768,2.9539999999999997,S_,124,2,TCP,25
8769,0.0,S_,62,1,TCP,0
8770,0.0,ECR,1066,1,ICMP,0
8771,0.0,RA_,60,1,TCP,33144
8772,0.0,ECR,1066,1,ICMP,25
8773,0.0,ECO,1066,1,ICMP,25
8774,0.368,_FSPA,4412,7,TCP,25
8775,0.0,INT,60,1,UDP,25
8776,0.396,IRR,2132,2,ICMP,25
8777,0.0,UNK,1066,1,ICMP,25
8778,0.0,RA_,60,1,TCP,25
8779,0.0,ECR,1066,1,ICMP,1025
8780,0.0,S_,62,1,TCP,33075
8781,0.0,INT,60,1,UDP,37444
8782,0.0,S_,62,1,TCP,25
8783,0.0,S_,74,1,TCP,25
8784,0.0,INT,60,1,UDP,25
8785,0.0,INT,76,1,UDP,1025
8786,0.0,S_,62,1,TCP,5678
8787,3.702,TSR,6396,6,ICMP,443
8788,0.0,S_,74,1,TCP,1081
8789,0.0,AHA,1066,1,ICMP,6588
8790,0.0,RA_,60,1,TCP,0
8791,0.0,UNK,1066,1,ICMP,0
8792,4.981,TSR,7462,7,ICMP,8081
8793,0.0,S_,62,1,TCP,0
8794,0.0,UNK,1066,1,ICMP,25
8795,0.0,S_,74,1,TCP,8090
8796,0.0,S_,62,1,TCP,53
8797,4.978,INT,199715,178,UDP,5678
8798,3.0039999999999996,S_,124,2,TCP,4480
8799,0.0,RA_,60,1,TCP,8888
